dose,cv_iiv,AUC_E,Cmax,herg_rate,caco_rate,composite_score,constraints_met,efficacy_score,safety_score
89.47368421052632,0.375,14.368306318131474,8.924467679567757,0.9978084275052289,1.0,-9.424829432775788,False,0.9578870878754315,0.0010957862473854885
89.47368421052632,0.39999999999999997,14.368306318131474,8.924467679567757,1.0,1.0,-9.425267747274741,False,0.9578870878754315,0.0
89.47368421052632,0.42499999999999993,14.368306318131474,8.924467679567757,1.0,1.0,-9.425267747274741,False,0.9578870878754315,0.0
89.47368421052632,0.44999999999999996,14.368306318131474,8.924467679567757,1.0,1.0,-9.425267747274741,False,0.9578870878754315,0.0
89.47368421052632,0.475,14.368306318131474,8.924467679567757,1.0,1.0,-9.425267747274741,False,0.9578870878754315,0.0
89.47368421052632,0.5,14.368306318131474,8.924467679567757,1.0,1.0,-9.425267747274741,False,0.9578870878754315,0.0
97.36842105263158,0.15,15.570130221522547,9.711920710117852,0.736907996864741,0.8687678827619182,-9.29832996706443,False,1.0380086814348364,0.19716206018667037
97.36842105263158,0.175,15.570130221522547,9.711920710117852,0.7837760442359942,0.8959692714290418,-9.313143854272106,False,1.0380086814348364,0.16012734216748203
97.36842105263158,0.19999999999999998,15.570130221522547,9.711920710117852,0.8267777188028479,0.9202196537589232,-9.326594265651453,False,1.0380086814348364,0.12650131371911444
97.36842105263158,0.22499999999999998,15.570130221522547,9.711920710117852,0.8666620366432998,0.9421542445784921,-9.338958047383457,False,1.0380086814348364,0.09559185938910408
97.36842105263158,0.25,15.570130221522547,9.711920710117852,0.9039674013203743,0.9622180670421769,-9.35043188481161,False,1.0380086814348364,0.06690726581872442
97.36842105263158,0.27499999999999997,15.570130221522547,9.711920710117852,0.9390956814335215,0.9807358349002516,-9.361161094405853,False,1.0380086814348364,0.04008424183311343
97.36842105263158,0.3,15.570130221522547,9.711920710117852,0.9723559313748329,0.9979522378028725,-9.37125642497464,False,1.0380086814348364,0.014845915411147326
